repo_id,full_name,language,month,contributors,new_contributors,returning_contributors
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-05,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-06,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-07,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-08,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-09,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-10,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-11,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2023-12,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-01,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-02,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-03,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-04,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-05,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-06,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-07,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-08,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-09,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-10,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-11,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2024-12,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-01,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-02,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-03,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-04,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-05,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-06,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-07,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-08,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-09,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-10,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-11,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-12,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-01,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-02,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-03,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-04,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-05,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-06,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-07,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-08,0,0,0
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-09,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-02,2,2,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-03,1,0,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-04,1,0,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-05,3,2,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-06,6,4,2
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-07,4,1,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-08,6,2,4
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-09,4,1,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-10,4,1,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-11,3,0,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-12,3,0,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-01,3,0,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-02,3,0,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-03,1,0,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-04,4,1,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-05,4,2,2
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-06,3,0,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-07,4,1,3
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-08,1,0,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-09,1,0,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-10,1,0,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-11,1,0,1
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-12,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-01,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-02,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-03,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-04,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-05,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-06,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-07,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-08,0,0,0
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-09,0,0,0
