repo_id,full_name,language,month,commits,contributors,new_contributors,returning_contributors,pr_opened,pr_closed,pr_merged,issues_opened,issues_closed,is_partial_month
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-01,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-02,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-03,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-04,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-05,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-06,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-07,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-08,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-09,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-10,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-11,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2025-12,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-01,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-02,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-03,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-04,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-05,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-06,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-07,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-08,0,0,0,0,0,0,0,0,0,False
337459381,Ugenteraan/Deep_Hierarchical_Classification,Python,2026-09,0,0,0,0,0,0,0,0,0,True
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-02,16,2,2,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-03,47,1,0,1,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-04,27,1,0,1,2,1,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-05,32,3,2,1,5,6,1,1,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-06,106,6,4,2,23,22,19,11,8,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-07,194,4,1,3,56,43,40,31,15,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-08,346,6,2,4,90,102,89,14,16,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-09,170,4,1,3,67,66,54,9,9,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-10,212,4,1,3,78,79,57,17,8,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-11,250,3,0,3,102,102,92,8,17,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2024-12,123,3,0,3,67,67,47,12,9,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-01,116,3,0,3,65,65,42,4,2,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-02,224,3,0,3,84,82,68,21,15,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-03,2,1,0,1,47,27,0,2,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-04,80,4,1,3,40,59,32,1,1,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-05,127,4,2,2,79,67,60,10,9,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-06,32,3,0,3,46,41,13,1,1,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-07,28,4,1,3,26,25,11,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-08,1,1,0,1,17,14,0,1,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-09,5,1,0,1,22,23,4,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-10,8,1,0,1,15,16,4,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-11,4,1,0,1,5,4,0,2,1,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2025-12,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-01,0,0,0,0,0,0,0,1,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-02,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-03,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-04,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-05,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-06,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-07,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-08,0,0,0,0,0,0,0,0,0,False
762147600,SquirrelCorporation/SquirrelServersManager,TypeScript,2026-09,0,0,0,0,0,0,0,0,0,True
