repo_id,full_name,language,month,commits,contributors,new_contributors,returning_contributors,pr_opened,pr_closed,pr_merged,issues_opened,issues_closed,is_partial_month,meaningful_activity,project_age_months,project_age_years,observation_month_index,commit_rate_6m,active_month_ratio_12m,commit_volatility_6m,zero_commit_streak,commit_trend_6m,avg_contributors_6m,contributor_volatility_6m,new_contributor_rate_6m,returning_contributor_rate_6m,contributor_zero_streak,contributor_trend_6m,avg_pr_opened_6m,avg_issues_opened_6m,pr_merge_rate_6m,pr_net_flow_6m,issue_net_flow_6m,pr_activity_trend_6m,issue_activity_trend_6m,collaboration_trend_6m,activity_total,activity_change_3m,inactivity_streak,longest_inactivity_gap,observation_month,inactive_within_12m
11730342,vuejs/vue,TypeScript,2018-09-01,7,3,0,3,12,7,2,119,104,False,True,62,5.166666666666667,63,7.166666666666667,1.0,5.492419017759177,0,0.5999999999999996,3.1666666666666665,2.7141603981096654,0.4210526315789473,0.5789473684210527,0,0.0857142857142858,26.33333333333333,128.5,0.2295081967213114,97.0,94.0,-3.685714285714288,-7.542857142857133,-11.22857142857144,254,-0.1024734982332155,0,0,2018-09,0
33340924,blakemcbride/eclipse-lisp,C,2018-09-01,0,0,0,0,0,0,0,0,0,False,False,41,3.4166666666666665,42,0.0,0.0,0.0,41,0.0,0.0,0.0,,,41,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,41,41,2018-09,0
64840597,photopea/Typr.js,JavaScript,2018-09-01,0,0,0,0,0,0,0,0,0,False,False,25,2.083333333333333,26,0.0,0.3333333333333333,0.0,8,0.0,0.0,0.0,,,8,0.0,0.0,0.3333333333333333,,0.0,0.0,0.0,0.3428571428571428,0.3428571428571428,0,0.0,1,4,2018-09,0
69343400,alidili/SesameCreditScore,Java,2018-09-01,0,0,0,0,0,0,0,0,0,False,False,24,2.0,25,0.5,0.0833333333333333,1.2247448713915896,2,0.0857142857142856,0.1666666666666666,0.4082482904638623,1.0,0.0,2,0.0285714285714285,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,2,11,2018-09,1
133442384,denoland/deno,Rust,2018-09-01,161,24,13,11,159,162,120,60,49,False,True,4,0.3333333333333333,5,137.2,1.0,18.793615937333616,0,8.49999999999997,18.2,8.012490249604053,0.6813186813186813,0.3186813186813186,0,2.499999999999999,104.0,66.0,0.6640625,8.0,74.0,83.9,5.599999999999999,89.49999999999999,735,0.1019490254872563,0,0,2018-09,0
137451403,alibaba/nacos,Java,2018-09-01,136,14,7,7,14,12,9,47,21,False,True,3,0.25,4,43.0,0.75,62.59925452165278,0,41.2,7.5,5.972157622389639,0.7,0.3,0,4.6,5.5,19.25,0.6666666666666666,4.0,38.0,11.599999999999998,20.0,31.6,253,,0,1,2018-09,0
7905539,koral--/android-gif-drawable,Java,2018-10-01,4,1,0,1,1,2,2,11,8,False,True,69,5.75,70,12.833333333333334,1.0,16.61826304601857,0,-2.4285714285714275,1.0,0.0,0.0,1.0,0,-1.1976195368092883e-16,2.5,8.166666666666666,0.8666666666666667,0.0,1.0,-0.4857142857142851,1.7999999999999994,1.3142857142857125,29,-0.6947368421052632,0,4,2018-10,0
10270250,react/react,JavaScript,2018-10-01,128,34,16,18,127,108,76,147,88,False,True,65,5.416666666666667,66,104.33333333333331,1.0,32.604703137225954,0,8.857142857142847,30.33333333333333,10.443498775155067,0.4945054945054945,0.5054945054945055,0,2.285714285714284,108.83333333333331,105.5,0.7366720516962844,34.0,-20.0,12.228571428571422,6.971428571428564,19.199999999999992,708,0.5733333333333334,0,0,2018-10,0
11730342,vuejs/vue,TypeScript,2018-10-01,54,33,26,7,22,75,43,104,105,False,True,63,5.25,64,14.166666666666666,1.0,20.133719643092377,0,8.257142857142854,7.666666666666667,12.628011192055016,0.6739130434782609,0.3260869565217391,0,4.914285714285714,23.83333333333333,123.5,0.4297520661157025,22.0,71.0,14.399999999999991,-11.228571428571424,3.1714285714285557,436,0.7301587301587301,0,0,2018-10,0
33340924,blakemcbride/eclipse-lisp,C,2018-10-01,0,0,0,0,0,0,0,1,0,False,True,42,3.5,43,0.0,0.0833333333333333,0.0,42,0.0,0.0,0.0,,,42,0.0,0.0,0.1666666666666666,,0.0,1.0,0.0,0.1428571428571427,0.1428571428571427,1,,0,41,2018-10,0
64840597,photopea/Typr.js,JavaScript,2018-10-01,2,1,0,1,0,0,0,2,3,False,True,26,2.1666666666666665,27,0.3333333333333333,0.4166666666666667,0.8164965809277258,0,0.2857142857142855,0.1666666666666666,0.4082482904638632,0.0,1.0,0,0.1428571428571427,0.0,0.6666666666666666,,0.0,-1.0,0.0,0.8285714285714284,0.8285714285714284,8,,0,4,2018-10,0
69343400,alidili/SesameCreditScore,Java,2018-10-01,0,0,0,0,0,0,0,0,0,False,False,25,2.083333333333333,26,0.5,0.0833333333333333,1.2247448713915896,3,-0.0857142857142856,0.1666666666666666,0.4082482904638623,1.0,0.0,3,-0.0285714285714285,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,-1.0,3,11,2018-10,1
133442384,denoland/deno,Rust,2018-10-01,196,21,11,10,192,186,136,75,47,False,True,5,0.4166666666666667,6,147.0,1.0,29.30528962491243,0,13.257142857142853,18.666666666666668,7.25718035235908,0.6517857142857143,0.3482142857142857,0,1.8285714285714296,118.66666666666669,67.5,0.6819484240687679,14.0,102.0,82.17142857142855,3.885714285714293,86.05714285714284,853,1.016548463356974,0,0,2018-10,0
137451403,alibaba/nacos,Java,2018-10-01,174,24,11,13,30,30,25,74,55,False,True,4,0.3333333333333333,5,69.2,0.8,79.81979704308951,0,46.8,10.8,9.011104260855047,0.5925925925925926,0.4074074074074074,0,5.6,10.4,30.2,0.7708333333333334,4.0,57.0,20.200000000000003,30.000000000000004,50.20000000000001,412,7.078431372549019,0,1,2018-10,0
7905539,koral--/android-gif-drawable,Java,2018-11-01,18,1,0,1,7,7,6,6,6,False,True,70,5.833333333333333,71,14.5,1.0,16.53783540854122,0,-2.65714285714286,1.0,0.0,0.0,1.0,0,-1.1976195368092883e-16,3.1666666666666665,8.0,0.85,-1.0,0.0,1.3142857142857138,0.5714285714285723,1.885714285714285,51,1.55,0,4,2018-11,0
10270250,react/react,JavaScript,2018-11-01,106,32,17,15,124,117,84,188,178,False,True,66,5.5,67,102.16666666666669,1.0,31.858541502501826,0,12.02857142857142,31.0,10.392304845413204,0.521505376344086,0.478494623655914,0,2.057142857142857,108.66666666666669,118.83333333333331,0.7288961038961039,36.0,-23.0,27.114285714285693,26.37142857142856,53.48571428571423,829,-0.051487414187643,0,0,2018-11,0
11730342,vuejs/vue,TypeScript,2018-11-01,14,9,6,3,24,23,13,94,89,False,True,64,5.333333333333333,65,16.333333333333332,1.0,19.10671784128933,0,5.6,9.0,12.198360545581526,0.6666666666666666,0.3333333333333333,0,3.7714285714285714,23.33333333333333,114.83333333333331,0.4671532846715328,3.0,64.0,11.914285714285713,-9.71428571428572,2.200000000000012,266,-0.1582278481012658,0,0,2018-11,0
33340924,blakemcbride/eclipse-lisp,C,2018-11-01,0,0,0,0,0,0,0,0,0,False,False,43,3.583333333333333,44,0.0,0.0833333333333333,0.0,43,0.0,0.0,0.0,,,43,0.0,0.0,0.1666666666666666,,0.0,1.0,0.0,0.0857142857142857,0.0857142857142857,0,0.0,1,41,2018-11,0
64840597,photopea/Typr.js,JavaScript,2018-11-01,0,0,0,0,0,0,0,2,2,False,True,27,2.25,28,0.3333333333333333,0.4166666666666667,0.8164965809277258,1,0.1714285714285714,0.1666666666666666,0.4082482904638632,0.0,1.0,1,0.0857142857142857,0.0,1.0,,0.0,-1.0,0.0,0.8857142857142856,0.8857142857142856,4,0.0,0,4,2018-11,0
69343400,alidili/SesameCreditScore,Java,2018-11-01,0,0,0,0,0,0,0,0,0,False,False,26,2.1666666666666665,27,0.5,0.0833333333333333,1.2247448713915896,4,-0.2571428571428571,0.1666666666666666,0.4082482904638623,1.0,0.0,4,-0.0857142857142857,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,4,11,2018-11,1
133442384,denoland/deno,Rust,2018-11-01,101,14,6,8,84,84,66,37,23,False,True,6,0.5,7,141.66666666666666,1.0,34.765883660086466,0,3.88571428571428,19.666666666666668,5.750362307426087,0.6016949152542372,0.3983050847457627,0,-0.9714285714285718,130.16666666666666,68.0,0.6909090909090909,11.0,106.0,15.228571428571398,-16.400000000000002,-1.1714285714285608,409,-0.3931750741839762,0,0,2018-11,0
137451403,alibaba/nacos,Java,2018-11-01,182,24,10,14,58,57,49,113,78,False,True,5,0.4166666666666667,6,88.0,0.8333333333333334,84.95645943658434,0,42.85714285714286,13.0,9.695359714832655,0.5384615384615384,0.4615384615384615,0,5.0857142857142845,18.33333333333333,44.0,0.819047619047619,5.0,92.0,31.05714285714285,37.42857142857142,68.48571428571427,561,7.5,0,1,2018-11,0
7905539,koral--/android-gif-drawable,Java,2018-12-01,0,0,0,0,0,0,0,9,9,False,True,71,5.916666666666667,72,12.5,1.0,17.59261208575917,1,-5.228571428571429,0.8333333333333334,0.4082482904638547,0.0,1.0,1,-0.1428571428571428,3.1666666666666665,9.0,0.85,-1.0,0.0,-1.885714285714284,-1.1428571428571426,-3.028571428571427,18,-0.4193548387096774,0,4,2018-12,0
10270250,react/react,JavaScript,2018-12-01,27,10,5,5,35,26,22,111,70,False,True,67,5.583333333333333,68,96.5,1.0,42.04164601915538,0,-6.942857142857137,29.0,13.23631368621939,0.5229885057471264,0.4770114942528735,0,-2.74285714285714,103.16666666666669,120.0,0.7314974182444062,38.0,16.0,-24.142857142857125,10.62857142857144,-13.5142857142857,301,-0.5296875,0,0,2018-12,0
11730342,vuejs/vue,TypeScript,2018-12-01,101,45,30,15,32,69,48,110,141,False,True,65,5.416666666666667,66,32.833333333333336,1.0,37.828120051975176,0,14.828571428571424,16.333333333333332,18.184242262647807,0.673469387755102,0.3265306122448979,0,7.3142857142857105,24.33333333333333,112.0,0.5685279187817259,-51.0,24.0,20.714285714285708,0.0571428571428545,20.77142857142857,546,1.1496062992125984,0,0,2018-12,0
33340924,blakemcbride/eclipse-lisp,C,2018-12-01,0,0,0,0,0,0,0,0,0,False,False,44,3.6666666666666665,45,0.0,0.0833333333333333,0.0,44,0.0,0.0,0.0,,,44,0.0,0.0,0.1666666666666666,,0.0,1.0,0.0,0.0285714285714285,0.0285714285714285,0,0.0,2,41,2018-12,0
64840597,photopea/Typr.js,JavaScript,2018-12-01,0,0,0,0,0,0,0,1,1,False,True,28,2.333333333333333,29,0.3333333333333333,0.5,0.8164965809277258,2,0.0571428571428571,0.1666666666666666,0.4082482904638632,0.0,1.0,2,0.0285714285714285,0.0,1.1666666666666667,,0.0,-1.0,0.0,0.4285714285714284,0.4285714285714284,2,,0,4,2018-12,0
69343400,alidili/SesameCreditScore,Java,2018-12-01,0,0,0,0,0,0,0,0,0,False,False,27,2.25,28,0.5,0.0833333333333333,1.2247448713915896,5,-0.4285714285714286,0.1666666666666666,0.4082482904638623,1.0,0.0,5,-0.1428571428571428,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,5,11,2018-12,1
133442384,denoland/deno,Rust,2018-12-01,146,22,13,9,125,116,90,56,26,False,True,7,0.5833333333333334,8,145.5,1.0,33.54251034135639,0,0.7714285714285711,18.83333333333333,4.750438576243953,0.5486725663716814,0.4513274336283185,0,0.8285714285714291,128.66666666666666,59.66666666666666,0.7569721115537849,19.0,122.0,7.285714285714284,-5.6571428571428575,1.6285714285714434,581,-0.2095238095238095,0,0,2018-12,0
137451403,alibaba/nacos,Java,2018-12-01,174,24,9,15,66,62,42,104,80,False,True,6,0.5,7,117.0,0.8571428571428571,78.35049457406124,0,37.54285714285713,17.0,8.07465169527454,0.5,0.5,0,4.057142857142856,29.33333333333333,61.333333333333336,0.7664670658682635,9.0,116.0,38.14285714285713,38.79999999999999,76.94285714285712,552,1.181818181818182,0,1,2018-12,0
7905539,koral--/android-gif-drawable,Java,2019-01-01,0,0,0,0,0,0,0,6,5,False,True,72,6.0,73,4.833333333333333,1.0,6.765106552499098,2,-0.3142857142857143,0.6666666666666666,0.5163977794943151,0.0,1.0,2,-0.2285714285714285,2.0,7.833333333333333,0.8333333333333334,0.0,1.0,-0.6857142857142854,-0.5428571428571424,-1.228571428571429,11,-0.6206896551724138,0,4,2019-01,0
10270250,react/react,JavaScript,2019-01-01,91,23,11,12,99,94,64,131,125,False,True,68,5.666666666666667,69,101.0,1.0,39.2173431022547,0,-14.228571428571422,29.5,12.880217389469744,0.5310734463276836,0.4689265536723164,0,-5.400000000000002,105.33333333333331,129.5,0.7239057239057239,38.0,14.0,-35.08571428571425,-6.171428571428577,-41.25714285714289,627,-0.1144067796610169,0,0,2019-01,0
11730342,vuejs/vue,TypeScript,2019-01-01,88,8,6,2,45,35,11,87,83,False,True,66,5.5,67,46.5,1.0,40.88398219351904,0,17.34285714285714,17.5,17.201744097619866,0.6857142857142857,0.3142857142857143,0,3.0571428571428565,27.666666666666668,106.66666666666669,0.5466666666666666,-59.0,3.0,14.114285714285716,-8.485714285714295,5.628571428571432,357,-0.1811926605504587,0,0,2019-01,0
33340924,blakemcbride/eclipse-lisp,C,2019-01-01,0,0,0,0,0,0,0,0,0,False,False,45,3.75,46,0.0,0.0833333333333333,0.0,45,0.0,0.0,0.0,,,45,0.0,0.0,0.1666666666666666,,0.0,1.0,0.0,-0.0285714285714285,-0.0285714285714285,0,-1.0,3,41,2019-01,0
64840597,photopea/Typr.js,JavaScript,2019-01-01,0,0,0,0,0,0,0,1,1,False,True,29,2.4166666666666665,30,0.3333333333333333,0.5,0.8164965809277258,3,-0.0571428571428571,0.1666666666666666,0.4082482904638632,0.0,1.0,3,-0.0285714285714285,0.0,1.3333333333333333,,0.0,-1.0,0.0,-0.1428571428571427,-0.1428571428571427,2,-0.75,0,4,2019-01,0
69343400,alidili/SesameCreditScore,Java,2019-01-01,0,0,0,0,0,0,0,0,0,False,False,28,2.333333333333333,29,0.0,0.0833333333333333,0.0,6,0.0,0.0,0.0,,,6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,6,11,2019-01,1
133442384,denoland/deno,Rust,2019-01-01,189,40,26,14,139,147,107,57,34,False,True,8,0.6666666666666666,9,157.5,1.0,34.180403742495486,0,1.2857142857142738,23.5,8.75785361832453,0.5886524822695035,0.4113475177304964,0,2.4857142857142835,138.0,62.0,0.7478684531059683,7.0,128.0,-11.285714285714295,-12.799999999999995,-24.08571428571428,713,-0.164126611957796,0,0,2019-01,0
137451403,alibaba/nacos,Java,2019-01-01,235,26,10,16,65,69,54,124,107,False,True,7,0.5833333333333334,8,153.5,0.875,72.69594211508645,0,34.2,20.33333333333333,6.623191577077222,0.4508196721311475,0.5491803278688525,0,3.142857142857141,39.833333333333336,79.0,0.774468085106383,4.0,123.0,38.68571428571427,41.57142857142856,80.25714285714284,680,0.6504854368932039,0,1,2019-01,0
7905539,koral--/android-gif-drawable,Java,2019-02-01,0,0,0,0,0,0,0,1,0,False,True,73,6.083333333333333,74,4.5,1.0,6.978538528947129,3,-1.5714285714285712,0.5,0.5477225575051587,0.0,1.0,3,-0.2571428571428571,1.5,7.166666666666667,0.9,-1.0,3.0,-1.4285714285714282,-3.514285714285715,-4.942857142857141,1,-0.9803921568627452,0,4,2019-02,0
10270250,react/react,JavaScript,2019-02-01,176,23,13,10,88,84,59,153,152,False,True,69,5.75,70,109.5,1.0,49.609474901473874,0,1.2857142857142834,25.166666666666668,8.704405015086634,0.5099337748344371,0.4900662251655629,0,-2.428571428571426,99.66666666666669,137.5,0.7214953271028037,63.0,137.0,-23.114285714285703,15.800000000000006,-7.314285714285707,735,-0.1133896260554885,0,0,2019-02,0
11730342,vuejs/vue,TypeScript,2019-02-01,73,12,8,4,40,37,22,153,147,False,True,67,5.583333333333333,68,56.16666666666666,1.0,38.74747303588519,0,14.828571428571426,18.33333333333333,16.705288583758932,0.6909090909090909,0.3090909090909091,0,0.171428571428569,29.166666666666668,111.16666666666669,0.5650406504065041,-71.0,-2.0,9.48571428571428,9.599999999999987,19.08571428571428,484,0.8195488721804511,0,0,2019-02,0
33340924,blakemcbride/eclipse-lisp,C,2019-02-01,0,0,0,0,0,0,0,0,0,False,False,46,3.8333333333333335,47,0.0,0.0833333333333333,0.0,46,0.0,0.0,0.0,,,46,0.0,0.0,0.1666666666666666,,0.0,1.0,0.0,-0.0857142857142857,-0.0857142857142857,0,0.0,4,41,2019-02,0
64840597,photopea/Typr.js,JavaScript,2019-02-01,0,0,0,0,0,0,0,0,0,False,False,30,2.5,31,0.3333333333333333,0.5,0.8164965809277258,4,-0.1714285714285714,0.1666666666666666,0.4082482904638632,0.0,1.0,4,-0.0857142857142857,0.0,1.0,,0.0,-1.0,0.0,-0.3142857142857139,-0.3142857142857139,0,-1.0,1,4,2019-02,0
69343400,alidili/SesameCreditScore,Java,2019-02-01,0,0,0,0,0,0,0,0,0,False,False,29,2.4166666666666665,30,0.0,0.0833333333333333,0.0,7,0.0,0.0,0.0,,,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,7,11,2019-02,1
133442384,denoland/deno,Rust,2019-02-01,143,32,13,19,140,134,109,82,91,False,True,9,0.75,10,156.0,1.0,34.66410246926927,0,-1.885714285714285,25.5,9.159694318043591,0.5359477124183006,0.4640522875816993,0,2.999999999999999,139.83333333333334,61.16666666666666,0.7575392038600723,10.0,97.0,-15.885714285714306,7.1142857142857086,-8.771428571428547,731,0.7872860635696821,0,0,2019-02,0
137451403,alibaba/nacos,Java,2019-02-01,109,21,7,14,26,26,23,88,60,False,True,8,0.6666666666666666,9,168.33333333333334,0.8888888888888888,43.03796773392846,0,1.1428571428571412,22.166666666666668,4.308905506815701,0.4060150375939849,0.5939849624060151,0,1.1714285714285724,43.16666666666666,91.66666666666669,0.7890625,3.0,149.0,14.714285714285715,19.97142857142856,34.68571428571429,353,-0.3707664884135472,0,1,2019-02,0
7905539,koral--/android-gif-drawable,Java,2019-03-01,12,1,0,1,1,0,0,3,3,False,True,74,6.166666666666667,75,5.666666666666667,1.0,7.633260552782555,0,-0.3999999999999998,0.5,0.5477225575051587,0.0,1.0,0,-0.0857142857142857,1.5,6.0,0.8888888888888888,0.0,5.0,-2.285714285714285,-3.0,-5.285714285714287,20,0.1111111111111111,0,4,2019-03,0
10270250,react/react,JavaScript,2019-03-01,185,20,6,14,121,89,73,173,122,False,True,70,5.833333333333333,71,118.83333333333331,1.0,58.48561076595367,0,15.971428571428572,23.666666666666668,8.687155268939614,0.4788732394366197,0.5211267605633803,0,-2.4000000000000017,99.0,150.5,0.7297297297297297,76.0,168.0,-7.085714285714296,5.485714285714276,-1.599999999999974,783,1.601328903654485,0,0,2019-03,0
11730342,vuejs/vue,TypeScript,2019-03-01,40,20,8,12,35,28,23,159,147,False,True,68,5.666666666666667,69,61.66666666666666,1.0,32.15379708007517,0,2.685714285714284,21.166666666666668,14.932068398807532,0.6614173228346457,0.3385826771653543,0,-2.6571428571428566,33.0,117.83333333333331,0.599250936329588,-69.0,-5.0,-6.028571428571429,21.571428571428573,15.542857142857132,452,-0.1721611721611721,0,0,2019-03,0
33340924,blakemcbride/eclipse-lisp,C,2019-03-01,0,0,0,0,0,0,0,0,0,False,False,47,3.9166666666666665,48,0.0,0.0833333333333333,0.0,47,0.0,0.0,0.0,,,47,0.0,0.0,0.1666666666666666,,0.0,1.0,0.0,-0.1428571428571428,-0.1428571428571428,0,0.0,5,41,2019-03,0
64840597,photopea/Typr.js,JavaScript,2019-03-01,0,0,0,0,1,0,0,0,0,False,True,31,2.583333333333333,32,0.3333333333333333,0.5,0.8164965809277258,5,-0.2857142857142856,0.1666666666666666,0.4082482904638632,0.0,1.0,5,-0.1428571428571428,0.1666666666666666,1.0,,1.0,-1.0,0.1428571428571427,-1.0571428571428567,-0.914285714285714,1,-0.5,0,4,2019-03,0
69343400,alidili/SesameCreditScore,Java,2019-03-01,0,0,0,0,0,0,0,0,0,False,False,30,2.5,31,0.0,0.0833333333333333,0.0,8,0.0,0.0,0.0,,,8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,8,11,2019-03,1
133442384,denoland/deno,Rust,2019-03-01,164,28,15,13,119,118,97,48,27,False,True,10,0.8333333333333334,11,156.5,1.0,34.77211526496482,0,0.2571428571428494,26.166666666666668,9.174239296348594,0.535031847133758,0.464968152866242,0,3.057142857142856,133.16666666666666,59.16666666666666,0.7707006369426752,14.0,107.0,-11.17142857142854,3.228571428571431,-7.942857142857176,601,0.0344234079173838,0,0,2019-03,0
137451403,alibaba/nacos,Java,2019-03-01,163,23,4,19,33,32,30,97,87,False,True,9,0.75,10,172.83333333333334,0.9,40.30591354462354,0,-6.085714285714299,23.666666666666668,1.6329931618554552,0.3591549295774648,0.6408450704225352,0,-0.3428571428571442,46.333333333333336,100.0,0.8079710144927537,2.0,133.0,-5.685714285714282,5.514285714285712,-0.171428571428579,465,-0.1576086956521739,0,1,2019-03,0
178597005,FyroxEngine/Fyrox,Rust,2019-03-01,7,1,1,0,0,0,0,0,0,False,True,0,0.0,1,7.0,1.0,0.0,0,,1.0,0.0,1.0,0.0,0,,0.0,0.0,,0.0,0.0,,,,8,,0,0,2019-03,0
7905539,koral--/android-gif-drawable,Java,2019-04-01,12,3,2,1,3,3,3,15,12,False,True,75,6.25,76,7.0,1.0,7.974960814950729,0,0.1714285714285713,0.8333333333333334,1.169045194450009,0.4,0.6,0,0.3714285714285713,1.8333333333333333,6.666666666666667,0.9,1.0,5.0,-1.485714285714285,0.8285714285714276,-0.6571428571428573,51,3.636363636363636,0,4,2019-04,0
10270250,react/react,JavaScript,2019-04-01,559,32,20,12,147,162,111,121,90,False,True,71,5.916666666666667,72,190.66666666666663,1.0,189.6340335136777,0,80.68571428571425,23.33333333333333,8.238122763510223,0.5142857142857142,0.4857142857142857,0,0.8571428571428564,102.33333333333331,146.16666666666666,0.722027972027972,42.0,140.0,29.971428571428557,-10.971428571428577,19.00000000000001,1222,0.94896331738437,0,0,2019-04,0
11730342,vuejs/vue,TypeScript,2019-04-01,21,11,5,6,36,24,17,128,122,False,True,69,5.75,70,56.16666666666666,1.0,36.28452378999413,0,-4.657142857142857,17.5,14.124446891825531,0.6,0.4,0,-1.7428571428571429,35.333333333333336,121.83333333333331,0.6203703703703703,-4.0,2.0,-2.742857142857142,18.00000000000001,15.25714285714286,359,0.0056022408963585,0,0,2019-04,0
33340924,blakemcbride/eclipse-lisp,C,2019-04-01,0,0,0,0,0,0,0,0,0,False,False,48,4.0,49,0.0,0.0833333333333333,0.0,48,0.0,0.0,0.0,,,48,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,6,41,2019-04,0
64840597,photopea/Typr.js,JavaScript,2019-04-01,0,0,0,0,0,1,0,0,0,False,True,32,2.6666666666666665,33,0.0,0.5833333333333334,0.0,6,0.0,0.0,0.0,,,6,0.0,0.1666666666666666,0.6666666666666666,0.0,0.0,0.0,0.2285714285714285,-0.7999999999999997,-0.5714285714285712,1,-0.5,0,4,2019-04,0
69343400,alidili/SesameCreditScore,Java,2019-04-01,0,0,0,0,0,0,0,0,0,False,False,31,2.583333333333333,32,0.0,0.0833333333333333,0.0,9,0.0,0.0,0.0,,,9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,9,11,2019-04,1
133442384,denoland/deno,Rust,2019-04-01,152,28,12,16,145,139,111,79,72,False,True,11,0.9166666666666666,12,149.16666666666666,1.0,28.92346221783738,0,7.514285714285709,27.33333333333333,8.824209124146297,0.5182926829268293,0.4817073170731707,0,2.2857142857142856,125.33333333333331,59.833333333333336,0.7859078590785907,14.0,86.0,22.971428571428564,14.742857142857137,37.7142857142857,726,0.0182328190743338,0,0,2019-04,0
137451403,alibaba/nacos,Java,2019-04-01,115,27,12,15,58,52,34,124,116,False,True,10,0.8333333333333334,11,163.0,0.9090909090909092,46.66047577982891,0,-14.11428571428572,24.166666666666668,2.136976056643284,0.3586206896551724,0.6413793103448275,0,0.2000000000000001,51.0,108.33333333333331,0.7785234899328859,8.0,122.0,-12.514285714285707,4.628571428571427,-7.885714285714298,526,-0.2264705882352941,0,1,2019-04,0
178597005,FyroxEngine/Fyrox,Rust,2019-04-01,0,0,0,0,0,0,0,0,0,False,False,1,0.0833333333333333,2,3.5,0.5,4.949747468305833,1,,0.5,0.7071067811865476,1.0,0.0,1,,0.0,0.0,,0.0,0.0,,,,0,,1,1,2019-04,0
7905539,koral--/android-gif-drawable,Java,2019-05-01,2,1,0,1,0,0,0,5,2,False,True,76,6.333333333333333,77,4.333333333333333,1.0,5.9888785817268175,0,1.6571428571428568,0.8333333333333334,1.169045194450009,0.4,0.6,0,0.4285714285714284,0.6666666666666666,6.5,1.0,1.0,8.0,0.8,-0.0571428571428567,0.7428571428571434,10,9.0,0,4,2019-05,0
10270250,react/react,JavaScript,2019-05-01,247,21,9,12,123,109,85,123,88,False,True,72,6.0,73,214.16666666666663,1.0,185.7400513262195,0,71.8,21.5,7.063993204979644,0.4961240310077519,0.5038759689922481,0,2.257142857142857,102.16666666666669,135.33333333333334,0.7340425531914894,49.0,165.0,48.88571428571427,0.1428571428571325,49.0285714285714,796,0.0829931972789115,0,0,2019-05,0
11730342,vuejs/vue,TypeScript,2019-05-01,6,4,2,2,20,13,5,108,96,False,True,70,5.833333333333333,71,54.833333333333336,1.0,38.2382879672541,0,-20.25714285714285,16.666666666666668,14.854853303438125,0.59,0.41,0,-5.371428571428571,34.666666666666664,124.16666666666669,0.6116504854368932,2.0,9.0,-17.428571428571427,0.3142857142857269,-17.114285714285714,252,-0.4793388429752066,0,0,2019-05,0
33340924,blakemcbride/eclipse-lisp,C,2019-05-01,0,0,0,0,0,0,0,0,0,False,False,49,4.083333333333333,50,0.0,0.0833333333333333,0.0,49,0.0,0.0,0.0,,,49,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,7,41,2019-05,0
64840597,photopea/Typr.js,JavaScript,2019-05-01,0,0,0,0,0,0,0,0,0,False,False,33,2.75,34,0.0,0.5833333333333334,0.0,7,0.0,0.0,0.0,,,7,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.1142857142857143,-0.457142857142857,-0.3428571428571426,0,0.0,1,4,2019-05,0
69343400,alidili/SesameCreditScore,Java,2019-05-01,0,0,0,0,0,0,0,0,0,False,False,32,2.6666666666666665,33,0.0,0.0833333333333333,0.0,10,0.0,0.0,0.0,,,10,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,10,11,2019-05,1
133442384,denoland/deno,Rust,2019-05-01,146,37,19,18,99,109,80,78,74,False,True,12,1.0,13,156.66666666666666,1.0,17.523317798484,0,-2.5714285714285743,31.166666666666668,6.585337247754802,0.5240641711229946,0.4759358288770053,0,0.999999999999998,127.83333333333331,66.66666666666667,0.7785058977719528,4.0,76.0,-7.371428571428561,12.342857142857143,4.971428571428555,623,-0.1477428180574555,0,0,2019-05,0
137451403,alibaba/nacos,Java,2019-05-01,107,30,12,18,41,36,22,108,86,False,True,11,0.9166666666666666,12,150.5,0.9166666666666666,50.4450195757718,0,-18.314285714285703,25.166666666666668,3.1885210782848348,0.3576158940397351,0.6423841059602649,0,0.999999999999998,48.16666666666666,107.5,0.740072202166065,12.0,109.0,-13.34285714285714,3.2285714285714366,-10.114285714285696,430,0.2181303116147308,0,1,2019-05,0
